date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
24-08-2020,26.4,21.7,32.8,71.4,,41,7.2,,1001.5,
25-08-2020,25.2,21.5,32.8,0.5,,315,6.9,,1004.7,
26-08-2020,27.9,21.4,35.4,0,,19,7.9,,1003,
27-08-2020,26.9,22.1,35.4,0,,54,8.8,,1001.6,
28-08-2020,27.3,22,32,0,,59,8.3,,1003.6,
29-08-2020,27.3,22.3,32.4,0,,53,8.7,,1006.6,
30-08-2020,26.9,21.8,32.4,0,,51,8.4,,1008.6,
31-08-2020,27.7,22.4,32.5,0,,42,7.9,,1010.5,
01-09-2020,26.9,22.9,32.5,0.3,,35,7.7,,1009.8,
02-09-2020,26.3,21.4,33,0.3,,342,8.1,,1009.9,
03-09-2020,27.3,20.8,33,0,,20,8.1,,1011.1,
04-09-2020,25.1,19.9,32.8,0,,44,8.8,,1009.8,
05-09-2020,25.2,19.5,31.1,0,,52,7.9,,1008.9,
06-09-2020,25.8,21.4,31.5,0,,349,6.8,,1008.5,
07-09-2020,26.8,21,33.3,0,,13,8,,1007.8,
08-09-2020,27.3,21.3,33.3,0,,51,8.1,,1010.1,
09-09-2020,24.7,20.5,32.6,18.3,,20,6.2,,1010.2,
10-09-2020,21.4,19.5,29.3,2.5,,5,6.1,,1008.3,
11-09-2020,24.6,19,29.6,0,,21,6.8,,1011.8,
12-09-2020,22.3,19.2,29.6,8.6,,314,5.9,,1016.2,
13-09-2020,19.3,17.9,25.8,8.4,,283,5.4,,1017.6,
14-09-2020,19.3,17.9,22.6,8.6,,227,4.5,,1014.7,
15-09-2020,22.3,17.9,26.3,0,,146,4.8,,1010.9,
16-09-2020,20.6,17.5,26.3,1,,306,4.4,,1011,
17-09-2020,18.5,15.5,25.3,0.8,,294,5.9,,1014.9,
18-09-2020,21.7,15.2,27.6,0,,350,7.2,,1017.5,
19-09-2020,20.4,17.3,27.6,1.5,,26,5.7,,1017.1,
20-09-2020,17.1,15.5,24.5,1,,81,5,,1017,
21-09-2020,17.1,15.5,19.4,1,,130,5.4,,1015.4,
22-09-2020,16.6,15.2,18.4,19.3,,199,4.9,,1016.5,
23-09-2020,18.7,15.2,23,0,,276,5.3,,1017.3,
24-09-2020,21.2,15.5,25.9,0,,46,6.5,,1015.7,
25-09-2020,18.9,16.7,25.9,5.8,,298,4.5,,1014.9,
26-09-2020,19.8,17.6,24.1,0,,271,4.9,,1016.2,
27-09-2020,20.4,17.7,24.3,0,,315,5.4,,1016.2,
28-09-2020,19.7,17.3,24.3,2.5,,284,3.9,,1014.2,
29-09-2020,18.8,17.3,23.5,2.5,,260,4.5,,1013.1,
30-09-2020,21.3,17.8,25.1,0,,329,5.2,,1013.8,
01-10-2020,22.6,18.8,26.6,3.8,,292,4.3,,1011.8,
02-10-2020,17.4,15.4,26.6,38.9,,98,5.1,,1012.9,
03-10-2020,14.8,14,19.4,29.5,,126,5.9,,1015.8,
04-10-2020,14.8,13.8,16.6,19.3,,75,6,,1020.3,
05-10-2020,10.8,8.9,16.6,2.5,,313,5.2,,1024.8,
06-10-2020,10,8.9,14.6,4.8,,151,4.2,,1025.4,
07-10-2020,13.6,9.6,16.3,0,,144,5.1,,1025.5,
08-10-2020,14.6,10.8,16.3,0,,258,3.8,,1025.2,
09-10-2020,18.2,13.7,22,0,,267,4.3,,1023.4,
10-10-2020,19.7,15.4,23,0,,3,5.5,,1019.2,
11-10-2020,20.7,17,25.8,0,,21,5.6,,1016.4,
12-10-2020,18.7,16.7,25.8,0,,21,4.6,,1018.8,
13-10-2020,17.7,15.9,22.4,0,,68,5,,1019.8,
14-10-2020,15.6,13.1,20,4.6,,74,5.5,,1023.4,
15-10-2020,14,12.6,18.8,19.1,,139,5,,1025.4,
16-10-2020,14.8,12.5,17.1,1.5,,234,4.7,,1026.1,
17-10-2020,14.3,11.5,18.1,0,,307,5.3,,1026.3,
18-10-2020,13.6,10,18.1,0,,341,5.5,,1024.7,
19-10-2020,15.7,10,19.7,0,,15,6.5,,1024.7,
20-10-2020,14,12,19.7,2.3,,306,5.8,,1025,
21-10-2020,17.6,12.3,23.8,0,,318,5.2,,1021.7,
22-10-2020,18.5,13.1,26.2,0,,343,7.5,,1019.8,
23-10-2020,17.9,12.5,26.2,0,,38,7.4,,1021.7,
24-10-2020,16.6,13.7,22.5,0,,50,5.3,,1021.9,
25-10-2020,15.7,14.1,20.1,0,,42,5.2,,1019.4,
26-10-2020,18.5,14.5,23,0,,312,5.1,,1019.2,
27-10-2020,17.6,15.6,23,0,,324,5.2,,1019.9,
28-10-2020,14.8,12.1,19.4,0,,312,5.3,,1025.7,
29-10-2020,16.6,11,19.9,0,,36,5.3,,1026.1,
30-10-2020,15.1,12,19.9,7.1,,33,3.9,,1024.7,
31-10-2020,14.6,13,18.2,2.5,,223,4,,1023.4,
01-11-2020,15.4,13.3,17.3,0,,290,4.2,,1023.2,
02-11-2020,16.4,12.2,22.6,0,,317,6,,1025.6,
03-11-2020,14.7,12,22.6,0,,2,6.2,,1026.5,
04-11-2020,14.7,12.3,17.8,0,,9,5.2,,1023.5,
05-11-2020,14.7,12.8,17.2,0,,11,5,,1021,
06-11-2020,15.3,12.1,18.5,0,,297,4.6,,1023.7,
07-11-2020,17.1,11,24.6,0,,334,6.5,,1025,
08-11-2020,16.1,10.9,24.6,0,,351,7.1,,1027.8,
09-11-2020,15.3,10,22.9,0,,14,7.4,,1026.9,
10-11-2020,14.8,9.3,21.1,0,,23,7.4,,1025.9,
11-11-2020,15.6,9.4,21.8,0,,18,6.8,,1026.6,
12-11-2020,15.9,10.4,22.1,0,,6,7,,1026,
13-11-2020,15.9,9.6,22.8,0,,352,6.8,,1026.4,
14-11-2020,15.2,10.1,22.8,0,,21,6.9,,1024.9,
15-11-2020,15.2,9.7,20.8,0,,31,6.6,,1022.6,
16-11-2020,14.3,10.9,20.7,0.8,,54,4.9,,1020.3,
17-11-2020,14.3,12.1,17.3,1.3,,47,4.9,,1011.1,
18-11-2020,14.3,13,16.6,14.7,,261,4,,1007.5,
19-11-2020,13.1,11.8,16.6,1.3,,179,3.9,,1015.4,
20-11-2020,11.4,8.8,15,4.1,,99,4.9,,1019.5,
21-11-2020,7.2,6.4,15,6.1,,108,6.5,,1022.1,
22-11-2020,6.1,5.1,8.1,4.8,,109,6.5,,1031,
23-11-2020,3.7,2.5,7.3,3,,102,5.7,,1032.4,
24-11-2020,3.3,2,5.7,7.6,,114,6.9,,1029.9,
25-11-2020,4.7,2,5.3,0.8,,121,6.1,,1028.1,
26-11-2020,7.5,3.5,9.6,0,,147,4.2,,1031.3,
27-11-2020,7.5,5.5,9.6,0,,141,4.4,,1034.4,
28-11-2020,6,4.1,8.7,0,,111,4.8,,1034.7,
29-11-2020,7.4,3.5,10.9,0,,104,5.9,,1032.5,
30-11-2020,7.1,3.9,10.9,0,,87,5.8,,1034.1,
01-12-2020,5.2,3.7,10.8,0,,116,6.1,,1033.5,
02-12-2020,4.6,3.7,6.5,0.5,,139,6.2,,1034.3,
03-12-2020,4.4,3.2,6.5,0.5,,116,5.4,,1036.5,
04-12-2020,4.6,2.7,7.1,0,,108,5.3,,1034.9,
05-12-2020,6.6,2.9,10.1,0,,79,5.7,,1030.4,
06-12-2020,4.6,3.8,10.1,4.1,,91,4.8,,1028.4,
07-12-2020,6.2,4.3,8.1,0,,155,3.9,,1032.6,
08-12-2020,7.1,4.8,9.9,0,,76,5.5,,1029.4,
09-12-2020,6.7,4.9,9.9,0,,109,5.2,,1025.2,
10-12-2020,7.4,5.9,8.6,0,,41,4.5,,1024.9,
11-12-2020,7.3,4.6,8.9,0,,338,3.8,,1023.4,
12-12-2020,8.7,3.9,12.7,0,,359,5.7,,1022,
13-12-2020,4.5,1.9,12.7,0,,0,6.2,,1025.6,
14-12-2020,1.6,0.5,9.2,0,,98,5.9,,1035.3,
15-12-2020,1.8,0.2,3.7,0,,102,6.1,,1034.5,
16-12-2020,3.7,0.5,5,0,,14,5.5,,1034.7,
17-12-2020,4.4,2.2,5.8,0,,341,5.1,,1031.6,
18-12-2020,5,2.6,7.3,0,,330,5.6,,1033.2,
19-12-2020,3.7,0.2,7.3,0,,326,5.9,,1037.2,
20-12-2020,4.6,-0.2,10.5,0,,12,7.1,,1035.7,
21-12-2020,5.2,0.2,10.7,0,,21,7.5,,1031.2,
22-12-2020,6.3,1.1,10.7,0,,27,6.9,,1024.9,
23-12-2020,7.6,2.1,11.8,0,,6,5.9,,1023.3,
24-12-2020,8.7,3.7,14.2,0,,343,6.7,,1025.2,
25-12-2020,7.1,4,14.2,0,,349,5.8,,1024.1,
26-12-2020,6.6,4.4,8.6,0,,353,4.5,,1021,
27-12-2020,9.4,3.7,16.2,0,,356,5.4,,1019.5,
28-12-2020,7.4,4,16.2,4.8,,340,5.6,,1019,
29-12-2020,2.8,0,10.2,1.8,,61,8.5,,1030.2,
30-12-2020,0.8,-1.2,5.8,0,,115,8,,1040.9,
31-12-2020,0.3,-1.9,3.8,0,,93,7.4,,1037.2,
01-01-2021,3.4,-2.3,9,0,,23,6.8,,1030.4,
02-01-2021,5.7,-1.6,9.1,0,,23,7.2,,1027.7,
03-01-2021,6.1,0.7,10.9,0,,41,6.4,,1029.3,
04-01-2021,4.3,1.4,10.9,0,,78,5.4,,1028.9,
05-01-2021,3.7,1.6,5.7,0,,116,5.5,,1032.7,
06-01-2021,2.4,-0.4,5.2,0,,75,5.7,,1032.3,
07-01-2021,-1.8,-4,3.8,0,,103,9.3,,1037.9,
08-01-2021,-0.1,-4.3,4.9,0,,90,7.9,,1036.7,
09-01-2021,3.5,-3.9,7.7,0,,32,7.5,,1032.3,
10-01-2021,3.9,-2.2,7.8,0,,14,6.6,,1031.7,
11-01-2021,4.3,-0.2,9.8,0,,359,8.4,,1034.2,
12-01-2021,9.4,-0.1,14.9,0,,316,7.5,,1023.4,
13-01-2021,10.8,3,19.9,0,,333,7.5,,1017.1,
14-01-2021,11.9,4.7,19.9,0,,321,7,,1015,
15-01-2021,11.8,5.8,19.6,0,,345,8.7,,1018.6,
16-01-2021,6.7,3,18.5,0,,5,7.7,,1029.1,
17-01-2021,5.3,2.2,10.7,0,,308,7.7,,1035.4,
18-01-2021,8.4,2.2,15.6,0,,349,7.7,,1024.7,
19-01-2021,8.9,2.2,15.6,0,,31,7.1,,1020.6,
20-01-2021,8.4,2.3,13.8,0,,348,4.9,,1020.1,
21-01-2021,7.1,6.3,10.3,1.5,,19,4.2,,1021.2,
22-01-2021,9.4,6.3,12.6,0,,284,4.5,,1020.6,
23-01-2021,7.8,6,12.6,0,,88,6,,1020.7,
24-01-2021,5.7,5.3,11.3,9.4,,95,5.2,,1020.7,
25-01-2021,4.9,4.2,6,3.6,,118,5,,1024.8,
26-01-2021,7.1,3.7,9.8,0,,271,4.9,,1026.2,
27-01-2021,5.9,3.7,9.8,0.3,,310,4.6,,1025.1,
28-01-2021,8.1,3,14,0,,27,8.5,,1030.3,
29-01-2021,8.1,2.2,14,0,,30,6.9,,1026.8,
30-01-2021,8.9,2.4,12.6,0,,359,6.1,,1024.8,
31-01-2021,7.6,5.4,12.1,0,,280,4.8,,1023.8,
01-02-2021,10.8,5.1,18.5,0,,354,6.7,,1022.5,
02-02-2021,8.2,4.7,18.5,0,,22,7.6,,1026.3,
03-02-2021,9.2,3.9,14.9,0,,29,6,,1024.2,
04-02-2021,7.7,4.3,14,4.1,,27,5.5,,1026.1,
05-02-2021,9.3,5.8,14.8,0.3,,211,5.1,,1023.1,
06-02-2021,8.2,5.9,14.8,0,,24,7.1,,1019.9,
07-02-2021,8.7,6.5,10.4,1,,349,4.8,,1022,
08-02-2021,7.8,4.3,12,0,,111,6.2,,1028.8,
09-02-2021,8.2,3.7,13.1,0,,67,6.7,,1025.8,
10-02-2021,10.8,4.1,14.3,0,,69,5.4,,1022,
11-02-2021,10.6,6.6,14.7,,,34,6.5,,1020.4,
12-02-2021,11.7,8.4,16.1,,,47,7.1,,1019.2,
13-02-2021,11.6,7.9,17.6,0,,45,6.5,,1019.9,
14-02-2021,15.7,8.1,23.2,0,,348,7.7,,1016.7,
15-02-2021,11.2,8.5,23.2,0,,1,6.9,,1020.1,
16-02-2021,11.8,7.3,17.6,0,,307,7.2,,1022.2,
17-02-2021,12.4,7,18.5,0,,26,8.8,,1026.9,
18-02-2021,11.5,6.7,18.5,0,,42,8.2,,1028.5,
19-02-2021,18.3,7.2,24.1,0,,319,8,,1022.4,
20-02-2021,17,10,25.1,,,302,8,,1016.5,
21-02-2021,17.8,10.6,28.2,0,,314,7.6,,1012.1,
22-02-2021,20.1,11,28.2,0,,342,9.4,,1015,
23-02-2021,11.5,9.8,17.4,15.5,,60,6.5,,1018.3,
24-02-2021,7.8,5.2,14.9,5.8,,99,7.2,,1015.4,
25-02-2021,5.2,3.7,9.9,5.1,,108,8.4,,1018.4,
26-02-2021,5.1,3.7,7.1,1,,169,5.7,,1023.1,
27-02-2021,6.2,4,7.9,0.8,,123,6.1,,1022.1,
28-02-2021,6.6,4.6,7.9,6.4,,89,4.5,,1018.2,
01-03-2021,8.6,5.6,12.5,1,,222,5.4,,1024.8,
02-03-2021,9.1,6.3,12.5,0,,88,6.5,,1028.7,
03-03-2021,10.4,5.9,16.1,0,,46,7,,1023.2,
04-03-2021,13.1,5.3,17.8,0,,64,8.2,,1018.9,
05-03-2021,12,6.8,17.8,1.3,,59,5.4,,1017.1,
06-03-2021,8.6,4.9,13.9,0,,41,5.8,,1025.5,
07-03-2021,6.2,4,12.2,0,,125,6.6,,1029.3,
08-03-2021,7,4,9.1,6.1,,124,6,,1025.9,
09-03-2021,9.2,5.7,11.8,0.3,,124,5.9,,1026.3,
10-03-2021,7.9,6.5,11.8,12.4,,119,4.8,,1025.1,
11-03-2021,11.7,7.4,14.7,0,,154,6,,1023.2,
12-03-2021,14,8.2,18,0,,88,7.2,,1023.6,
13-03-2021,13.5,10.3,18,5.8,,86,7.2,,1021.6,
14-03-2021,16.6,10.8,21.8,0,,86,7.5,,1015,
15-03-2021,18.4,12.8,22.8,0,,71,6.6,,1009.6,
16-03-2021,14.2,11.7,22.8,11.4,,79,6.1,,1015.6,
17-03-2021,11,10.3,17,2.5,,143,6,,1016.4,
18-03-2021,8.1,5.8,11.5,3.6,,127,6.2,,1016.4,
19-03-2021,7.1,5.8,9.8,0,,127,6.9,,1018.8,
20-03-2021,9.5,6,11.8,0,,294,5.4,,1021.9,
21-03-2021,10.8,7,14.9,0,,345,9,,1028.8,
22-03-2021,12.2,6.3,18.2,0,,35,9,,1028.8,
23-03-2021,12.7,7.6,18.9,0,,35,8.4,,1020.2,
24-03-2021,16.4,7.8,23.6,0,,58,10.2,,1015.9,
25-03-2021,18.5,9.3,23.7,0,,59,8.6,,1016.7,
26-03-2021,14.2,11.4,23.7,3,,70,5.2,,1012.3,
27-03-2021,16,12.5,20.8,0,,106,6.9,,1011.4,
28-03-2021,19.1,11.8,25.4,0,,55,9.3,,1008.1,
29-03-2021,19.8,12.9,25.4,0,,62,8.5,,1004.3,
30-03-2021,14.8,13.6,23.8,14.7,,34,6.1,,1005.9,
31-03-2021,13,11.9,17.7,0,,132,6.1,,1006.1,
01-04-2021,11.4,10.8,14.1,12.4,,147,6.1,,1011.3,
02-04-2021,11.5,9.8,12.8,7.1,,148,5.4,,1015.9,
03-04-2021,11.3,9.8,13,5.8,,186,4.9,,1021.6,
